site_protocol_code,seasonYear,gridID,latitude,longitude,elevation_in_mts,aru_deployment_date,aru_deployment_time,aru_sampling_configuration,aru_sampling_duration,filenames,deviceID,startTime,fullPart
Candura_pointCountSurvey,2024Summer,E02,10.3030992,76.8393641,NA,4/25/2024,8:14,600 s continuous,600,20240425_081357_E02_0814.WAV,AudioMoth 240435025CC5C90F,8:14,full
Candura_pointCountSurvey,2024Summer,F03,10.3040083,76.8384566,NA,4/25/2024,8:14,600 s continuous,600,20240425_081438_F03_0814.WAV,AudioMoth 24E144025D018F18,8:14,full
Candura_pointCountSurvey,2024Summer,L05,10.3058474,76.83299,NA,4/25/2024,8:32,600 s continuous,600,20240425_083207_L05_0832.WAV,AudioMoth 245AAA0563ED0680,8:32,full
Candura_pointCountSurvey,2024Summer,F02,10.3031044,76.8384513,NA,4/25/2024,8:32,600 s continuous,600,20240425_083259_F02_0832.WAV,AudioMoth 24E144025D018F18,8:32,full
Candura_pointCountSurvey,2024Summer,D03,10.3039979,76.8402822,NA,4/25/2024,8:37,600 s continuous,600,20240425_083728_D03_0837.WAV,AudioMoth 240435025CC5C90F,8:37,full
Candura_pointCountSurvey,2024Summer,K05,10.3058422,76.8339028,NA,4/25/2024,8:46,600 s continuous,600,20240425_084619_K05_0846.WAV,AudioMoth 245AAA0563ED0680,8:46,full
Candura_pointCountSurvey,2024Summer,C03,10.3039927,76.8411951,NA,4/25/2024,8:55,600 s continuous,600,20240425_085505_C03_0855_PARTA.WAV,AudioMoth 240435025CC5C90F,8:55,PARTA
Candura_pointCountSurvey,2024Summer,E03,10.3040031,76.8393694,NA,4/25/2024,8:58,600 s continuous,600,20240425_085810_E03_0858_PARTA.WAV,AudioMoth 24E144025D018F18,8:58,PARTA
Candura_pointCountSurvey,2024Summer,C03,10.3039927,76.8411951,NA,4/25/2024,8:55,600 s continuous,600,20240425_090000_C03_0855_PARTB.WAV,AudioMoth 240435025CC5C90F,8:55,PARTB
Candura_pointCountSurvey,2024Summer,E03,10.3040031,76.8393694,NA,4/25/2024,8:58,600 s continuous,600,20240425_090000_E03_0858_PARTB.WAV,AudioMoth 24E144025D018F18,8:58,PARTB
Candura_pointCountSurvey,2024Winter,J12,10.312165,76.834852,NA,12/16/2024,6:38,600 s continuous,600,20241216_06:38_J12.WAV,AudioMoth 248D9B0260377917,6:38,full
Candura_pointCountSurvey,2024Winter,J10,10.310357,76.834842,NA,12/16/2024,6:42,600 s continuous,600,20241216_06:42_J10.WAV,AudioMoth 2453AC0263ED18BF,6:42,full
Candura_pointCountSurvey,2024Winter,J11,10.311261,76.834847,NA,12/16/2024,6:47,600 s continuous,600,20241216_06:47_J11.WAV,AudioMoth 2453AC0263ED0704,6:47,full
Candura_pointCountSurvey,2024Winter,J13,10.313069,76.834858,NA,12/16/2024,6:54,600 s continuous,600,20241216_06:54_J13.WAV,AudioMoth 248D9B0260377917,6:54,full
Candura_pointCountSurvey,2024Winter,K10,10.310362,76.833929,NA,12/16/2024,7:02,600 s continuous,600,20241216_07:02_K10.WAV,AudioMoth 2453AC0263ED18BF,7:02,full
Candura_pointCountSurvey,2024Winter,K11,10.311266,76.833934,NA,12/16/2024,7:03,600 s continuous,600,20241216_07:03_K11.WAV,AudioMoth 2453AC0263ED0704,7:03,full
Candura_pointCountSurvey,2024Winter,I13,10.313064,76.83577,NA,12/16/2024,7:08,600 s continuous,600,20241216_07:08_I13.WAV,AudioMoth 248D9B0260377917,7:08,full
Candura_pointCountSurvey,2024Winter,L11,10.311271,76.833021,NA,12/16/2024,7:19,600 s continuous,600,20241216_07:19_L11.WAV,AudioMoth 2453AC0263ED0704,7:19,full
Candura_pointCountSurvey,2024Winter,H13,10.313058,76.836683,NA,12/16/2024,7:23,600 s continuous,600,20241216_07:23_H13.WAV,AudioMoth 248D9B0260377917,7:23,full
Candura_pointCountSurvey,2024Winter,L10,10.310367,76.833016,NA,12/16/2024,7:23,600 s continuous,600,20241216_07:23_L10.WAV,AudioMoth 2453AC0263ED18BF,7:23,full
Candura_pointCountSurvey,2024Winter,M11,10.311276,76.832109,NA,12/16/2024,7:35,600 s continuous,600,20241216_07:35_M11.WAV,AudioMoth 2453AC0263ED0704,7:35,full
Candura_pointCountSurvey,2024Winter,G13,10.313053,76.837596,NA,12/16/2024,7:37,600 s continuous,600,20241216_07:37_G13.WAV,AudioMoth 248D9B0260377917,7:37,full
Candura_pointCountSurvey,2024Winter,M10,10.310372,76.832103,NA,12/16/2024,7:46,600 s continuous,600,20241216_07:46_M10.WAV,AudioMoth 2453AC0263ED18BF,7:46,full
Candura_pointCountSurvey,2024Winter,M12,10.31218,76.832114,NA,12/16/2024,7:51,600 s continuous,600,20241216_07:51_M12.WAV,AudioMoth 2453AC0263ED0704,7:51,full
Candura_pointCountSurvey,2024Winter,F13,10.313048,76.838509,NA,12/16/2024,7:54,600 s continuous,600,20241216_07:54_F13.WAV,AudioMoth 248D9B0260377917,7:54,full
Candura_pointCountSurvey,2024Winter,M09,10.309468,76.832098,NA,12/16/2024,8:04,600 s continuous,600,20241216_08:04_M09.WAV,AudioMoth 2453AC0263ED18BF,8:04,full
Candura_pointCountSurvey,2024Winter,M13,10.313084,76.832119,NA,12/16/2024,8:08,600 s continuous,600,20241216_08:08_M13.WAV,AudioMoth 2453AC0263ED0704,8:08,full
Candura_pointCountSurvey,2024Winter,G12,10.312149,76.837591,NA,12/16/2024,8:17,600 s continuous,600,20241216_08:17_G12.WAV,AudioMoth 248D9B0260377917,8:17,full
Candura_pointCountSurvey,2024Winter,L13,10.313079,76.833032,NA,12/16/2024,8:23,600 s continuous,600,20241216_08:23_L13.WAV,AudioMoth 2453AC0263ED0704,8:23,full
Candura_pointCountSurvey,2024Winter,L09,10.309463,76.833011,NA,12/16/2024,8:24,600 s continuous,600,20241216_08:24_L09.WAV,AudioMoth 2453AC0263ED18BF,8:24,full
Candura_pointCountSurvey,2024Winter,H12,10.312154,76.836678,NA,12/16/2024,8:32,600 s continuous,600,20241216_08:32_H12.WAV,AudioMoth 248D9B0260377917,8:32,full
Candura_pointCountSurvey,2024Winter,L12,10.312175,76.833027,NA,12/16/2024,8:38,600 s continuous,600,20241216_08:38_L12.WAV,AudioMoth 2453AC0263ED0704,8:38,full
Candura_pointCountSurvey,2024Winter,K09,10.309458,76.833924,NA,12/16/2024,8:41,600 s continuous,600,20241216_08:41_K09.WAV,AudioMoth 2453AC0263ED18BF,8:41,full
Candura_pointCountSurvey,2024Winter,H11,10.31125,76.836673,NA,12/16/2024,8:51,600 s continuous,600,20241216_08:51_H11.WAV,AudioMoth 248D9B0260377917,8:51,full
Candura_pointCountSurvey,2024Winter,K12,10.31217,76.833939,NA,12/16/2024,8:53,600 s continuous,600,20241216_08:53_K12.WAV,AudioMoth 2453AC0263ED0704,8:53,full
Candura_pointCountSurvey,2024Winter,J09,10.309453,76.834837,NA,12/16/2024,9:00,600 s continuous,600,20241216_09:00_J09.WAV,AudioMoth 2453AC0263ED18BF,9:00,full
Candura_pointCountSurvey,2024Winter,H10,10.310347,76.836668,NA,12/16/2024,9:07,600 s continuous,600,20241216_09:07_H10.WAV,AudioMoth 248D9B0260377917,9:07,full
Candura_pointCountSurvey,2024Winter,K13,10.313074,76.833945,NA,12/16/2024,9:09,600 s continuous,600,20241216_09:09_K13.WAV,AudioMoth 2453AC0263ED0704,9:09,full
Candura_pointCountSurvey,2024Winter,I09,10.309448,76.835749,NA,12/16/2024,9:20,600 s continuous,600,20241216_09:20_I09.WAV,AudioMoth 2453AC0263ED18BF,9:20,full
Candura_pointCountSurvey,2024Winter,K14,10.313978,76.83395,NA,12/16/2024,9:27,600 s continuous,600,20241216_09:27_K14.WAV,AudioMoth 2453AC0263ED0704,9:27,full
Candura_pointCountSurvey,2024Winter,I08,10.308544,76.835744,NA,12/16/2024,9:39,600 s continuous,600,20241216_09:39_I08.WAV,AudioMoth 2453AC0263ED18BF,9:39,full
Candura_pointCountSurvey,2024Winter,L14,10.313983,76.833037,NA,12/16/2024,9:42,600 s continuous,600,20241216_09:42_L14.WAV,AudioMoth 2453AC0263ED0704,9:42,full
Candura_pointCountSurvey,2024Winter,H08,10.308539,76.836657,NA,12/16/2024,10:00,600 s continuous,600,20241216_10:00_H08.WAV,AudioMoth 2453AC0263ED18BF,10:00,full
Candura_pointCountSurvey,2024Winter,F16,10.31576,76.838525,NA,12/17/2024,6:39,600 s continuous,600,20241217_06:39_F16.WAV,AudioMoth 248D9B0260377917,6:39,full
Candura_pointCountSurvey,2024Winter,I15,10.314872,76.835781,NA,12/17/2024,6:40,600 s continuous,600,20241217_06:40_I15.WAV,AudioMoth 2453AC0263ED0704,6:40,full
Candura_pointCountSurvey,2024Winter,I17,10.31668,76.835791,NA,12/17/2024,6:40,600 s continuous,600,20241217_06:40_I17.WAV,AudioMoth 2453AC0263ED18BF,6:40,full
Candura_pointCountSurvey,2024Winter,G16,10.315765,76.837612,NA,12/17/2024,6:53,600 s continuous,600,20241217_06:53_G16.WAV,AudioMoth 248D9B0260377917,6:53,full
Candura_pointCountSurvey,2024Winter,I14,10.313968,76.835776,NA,12/17/2024,6:54,600 s continuous,600,20241217_06:54_I14.WAV,AudioMoth 2453AC0263ED0704,6:54,full
Candura_pointCountSurvey,2024Winter,J17,10.316685,76.834878,NA,12/17/2024,6:56,600 s continuous,600,20241217_06:56_J17.WAV,AudioMoth 2453AC0263ED18BF,6:56,full
Candura_pointCountSurvey,2024Winter,H16,10.31577,76.836699,NA,12/17/2024,7:05,600 s continuous,600,20241217_07:05_H16.WAV,AudioMoth 248D9B0260377917,7:05,full
Candura_pointCountSurvey,2024Winter,J15,10.314877,76.834868,NA,12/17/2024,7:10,600 s continuous,600,20241217_07:10_J15.WAV,AudioMoth 2453AC0263ED0704,7:10,full
Candura_pointCountSurvey,2024Winter,K17,10.31669,76.833966,NA,12/17/2024,7:13,600 s continuous,600,20241217_07:13_K17.WAV,AudioMoth 2453AC0263ED18BF,7:13,full
Candura_pointCountSurvey,2024Winter,H15,10.314866,76.836694,NA,12/17/2024,7:21,600 s continuous,600,20241217_07:21_H15.WAV,AudioMoth 248D9B0260377917,7:21,full
Candura_pointCountSurvey,2024Winter,J14,10.313973,76.834863,NA,12/17/2024,7:24,600 s continuous,600,20241217_07:24_J14.WAV,AudioMoth 2453AC0263ED0704,7:24,full
Candura_pointCountSurvey,2024Winter,L17,10.316695,76.833053,NA,12/17/2024,7:29,600 s continuous,600,20241217_07:29_L17.WAV,AudioMoth 2453AC0263ED18BF,7:29,full
Candura_pointCountSurvey,2024Winter,G15,10.314861,76.837607,NA,12/17/2024,7:35,600 s continuous,600,20241217_07:35_G15.WAV,AudioMoth 248D9B0260377917,7:35,full
Candura_pointCountSurvey,2024Winter,K15,10.314882,76.833955,NA,12/17/2024,7:40,600 s continuous,600,20241217_07:40_K15.WAV,AudioMoth 2453AC0263ED0704,7:40,full
Candura_pointCountSurvey,2024Winter,M17,10.3167,76.83214,NA,12/17/2024,7:46,600 s continuous,600,20241217_07:46_M17.WAV,AudioMoth 2453AC0263ED18BF,7:46,full
Candura_pointCountSurvey,2024Winter,F15,10.314856,76.838519,NA,12/17/2024,7:48,600 s continuous,600,20241217_07:48_F15.WAV,AudioMoth 248D9B0260377917,7:48,full
Candura_pointCountSurvey,2024Winter,L15,10.314887,76.833042,NA,12/17/2024,7:56,600 s continuous,600,20241217_07:56_L15.WAV,AudioMoth 2453AC0263ED0704,7:56,full
Candura_pointCountSurvey,2024Winter,E15,10.314851,76.839432,NA,12/17/2024,8:01,600 s continuous,600,20241217_08:01_E15.WAV,AudioMoth 248D9B0260377917,8:01,full
Candura_pointCountSurvey,2024Winter,N16,10.315801,76.831222,NA,12/17/2024,8:06,600 s continuous,600,20241217_08:06_N16.WAV,AudioMoth 2453AC0263ED18BF,8:06,full
Candura_pointCountSurvey,2024Winter,M15,10.314892,76.832129,NA,12/17/2024,8:11,600 s continuous,600,20241217_08:11_M15.WAV,AudioMoth 2453AC0263ED0704,8:11,full
Candura_pointCountSurvey,2024Winter,D15,10.314846,76.840345,NA,12/17/2024,8:18,600 s continuous,600,20241217_08:18_D15.WAV,AudioMoth 248D9B0260377917,8:18,full
Candura_pointCountSurvey,2024Winter,M16,10.315796,76.832135,NA,12/17/2024,8:25,600 s continuous,600,20241217_08:25_M16.WAV,AudioMoth 2453AC0263ED18BF,8:25,full
Candura_pointCountSurvey,2024Winter,N15,10.314897,76.831217,NA,12/17/2024,8:29,600 s continuous,600,20241217_08:29_N15.WAV,AudioMoth 2453AC0263ED0704,8:29,full
Candura_pointCountSurvey,2024Winter,E14,10.313947,76.839427,NA,12/17/2024,8:32,600 s continuous,600,20241217_08:32_E14.WAV,AudioMoth 248D9B0260377917,8:32,full
Candura_pointCountSurvey,2024Winter,L16,10.315791,76.833048,NA,12/17/2024,8:44,600 s continuous,600,20241217_08:44_L16.WAV,AudioMoth 2453AC0263ED18BF,8:44,full
Candura_pointCountSurvey,2024Winter,N14,10.313993,76.831211,NA,12/17/2024,8:45,600 s continuous,600,20241217_08:45_N14.WAV,AudioMoth 2453AC0263ED0704,8:45,full
Candura_pointCountSurvey,2024Winter,N13,10.31309,76.831206,NA,12/17/2024,9:00,600 s continuous,600,20241217_09:00_N13.WAV,AudioMoth 2453AC0263ED0704,9:00,full
Candura_pointCountSurvey,2024Winter,G14,10.313957,76.837601,NA,12/17/2024,9:02,600 s continuous,600,20241217_09:02_G14.WAV,AudioMoth 248D9B0260377917,9:02,full
Candura_pointCountSurvey,2024Winter,K16,10.315786,76.83396,NA,12/17/2024,9:02,600 s continuous,600,20241217_09:02_K16.WAV,AudioMoth 2453AC0263ED18BF,9:02,full
Candura_pointCountSurvey,2024Winter,H14,10.313962,76.836689,NA,12/17/2024,9:17,600 s continuous,600,20241217_09:17_H14.WAV,AudioMoth 248D9B0260377917,9:17,full
Candura_pointCountSurvey,2024Winter,N12,10.312186,76.831201,NA,12/17/2024,9:18,600 s continuous,600,20241217_09:18_N12.WAV,AudioMoth 2453AC0263ED0704,9:18,full
Candura_pointCountSurvey,2024Winter,J16,10.315781,76.834873,NA,12/17/2024,9:27,600 s continuous,600,20241217_09:27_J16.WAV,AudioMoth 2453AC0263ED18BF,9:27,full
Candura_pointCountSurvey,2024Winter,I16,10.315776,76.835786,NA,12/17/2024,9:45,600 s continuous,600,20241217_09:45_I16.WAV,AudioMoth 2453AC0263ED18BF,9:45,full
Candura_pointCountSurvey,2024Winter,M14,10.313988,76.832124,NA,12/17/2024,9:52,600 s continuous,600,20241217_09:52_M14.WAV,AudioMoth 2453AC0263ED0704,9:52,full
Candura_pointCountSurvey,2024Winter,H17,10.316674,76.836704,NA,12/17/2024,10:04,600 s continuous,600,20241217_10:04_H17.WAV,AudioMoth 2453AC0263ED18BF,10:04,full
Candura_pointCountSurvey,2024Winter,G09,10.309437,76.837575,NA,12/18/2024,6:26,600 s continuous,600,20241218_06:26_G09.WAV,AudioMoth 2453AC0263ED0704,6:26,full
Candura_pointCountSurvey,2024Winter,G07,10.307629,76.837565,NA,12/18/2024,6:30,600 s continuous,600,20241218_06:30_G07.WAV,AudioMoth 2453AC0263ED18BF,6:30,full
Candura_pointCountSurvey,2024Winter,G08,10.308533,76.83757,NA,12/18/2024,6:43,600 s continuous,600,20241218_06:43_G08.WAV,AudioMoth 2453AC0263ED0704,6:43,full
Candura_pointCountSurvey,2024Winter,N11,10.311282,76.831196,NA,12/18/2024,6:44,600 s continuous,600,20241218_06:44_N11.WAV,AudioMoth 248D9B0260377917,6:44,full
Candura_pointCountSurvey,2024Winter,G06,10.306725,76.837559,NA,12/18/2024,6:50,600 s continuous,600,20241218_06:50_G06.WAV,AudioMoth 2453AC0263ED18BF,6:50,full
Candura_pointCountSurvey,2024Winter,N10,10.310378,76.83119,NA,12/18/2024,6:58,600 s continuous,600,20241218_06:58_N10.WAV,AudioMoth 248D9B0260377917,6:58,full
Candura_pointCountSurvey,2024Winter,H07,10.307635,76.836652,NA,12/18/2024,7:00,600 s continuous,600,20241218_07:00_H07.WAV,AudioMoth 2453AC0263ED0704,7:00,full
Candura_pointCountSurvey,2024Winter,H06,10.306731,76.836647,NA,12/18/2024,7:06,600 s continuous,600,20241218_07:06_H06.WAV,AudioMoth 2453AC0263ED18BF,7:06,full
Candura_pointCountSurvey,2024Winter,N09,10.309474,76.831185,NA,12/18/2024,7:12,600 s continuous,600,20241218_07:12_N09.WAV,AudioMoth 248D9B0260377917,7:12,full
Candura_pointCountSurvey,2024Winter,I07,10.30764,76.835739,NA,12/18/2024,7:14,600 s continuous,600,20241218_07:14_I07.WAV,AudioMoth 2453AC0263ED0704,7:14,full
Candura_pointCountSurvey,2024Winter,I06,10.306736,76.835734,NA,12/18/2024,7:23,600 s continuous,600,20241218_07:23_I06.WAV,AudioMoth 2453AC0263ED18BF,7:23,full
Candura_pointCountSurvey,2024Winter,O08,10.308575,76.830267,NA,12/18/2024,7:28,600 s continuous,600,20241218_07:28_O08.WAV,AudioMoth 248D9B0260377917,7:28,full
Candura_pointCountSurvey,2024Winter,J07,10.307645,76.834826,NA,12/18/2024,7:30,600 s continuous,600,20241218_07:30_J07.WAV,AudioMoth 2453AC0263ED0704,7:30,full
Candura_pointCountSurvey,2024Winter,J06,10.306741,76.834821,NA,12/18/2024,7:38,600 s continuous,600,20241218_07:38_J06.WAV,AudioMoth 2453AC0263ED18BF,7:38,full
Candura_pointCountSurvey,2024Winter,P08,10.30858,76.829354,NA,12/18/2024,7:43,600 s continuous,600,20241218_07:43_P08.WAV,AudioMoth 248D9B0260377917,7:43,full
Candura_pointCountSurvey,2024Winter,J08,10.308549,76.834831,NA,12/18/2024,7:45,600 s continuous,600,20241218_07:45_J08.WAV,AudioMoth 2453AC0263ED0704,7:45,full
Candura_pointCountSurvey,2024Winter,K05,10.305842,76.833903,NA,12/18/2024,7:55,600 s continuous,600,20241218_07:55_K05.WAV,AudioMoth 2453AC0263ED18BF,7:55,full
Candura_pointCountSurvey,2024Winter,N08,10.30857,76.83118,NA,12/18/2024,8:01,600 s continuous,600,20241218_08:01_N08.WAV,AudioMoth 248D9B0260377917,8:01,full
Candura_pointCountSurvey,2024Winter,K08,10.308554,76.833919,NA,12/18/2024,8:04,600 s continuous,600,20241218_08:04_K08.WAV,AudioMoth 2453AC0263ED0704,8:04,full
Candura_pointCountSurvey,2024Winter,L05,10.305847,76.83299,NA,12/18/2024,8:13,600 s continuous,600,20241218_08:13_L05.WAV,AudioMoth 2453AC0263ED18BF,8:13,full
Candura_pointCountSurvey,2024Winter,M08,10.308564,76.832093,NA,12/18/2024,8:15,600 s continuous,600,20241218_08:15_M08.WAV,AudioMoth 248D9B0260377917,8:15,full
Candura_pointCountSurvey,2024Winter,K07,10.30765,76.833913,NA,12/18/2024,8:21,600 s continuous,600,20241218_08:21_K07.WAV,AudioMoth 2453AC0263ED0704,8:21,full
Candura_pointCountSurvey,2024Winter,M07,10.30766,76.832088,NA,12/18/2024,8:30,600 s continuous,600,20241218_08:30_M07.WAV,AudioMoth 248D9B0260377917,8:30,full
Candura_pointCountSurvey,2024Winter,L04,10.304943,76.832985,NA,12/18/2024,8:35,600 s continuous,600,20241218_08:35_L04.WAV,AudioMoth 2453AC0263ED18BF,8:35,full
Candura_pointCountSurvey,2024Winter,L06,10.306751,76.832995,NA,12/18/2024,8:41,600 s continuous,600,20241218_08:41_L06.WAV,AudioMoth 2453AC0263ED0704,8:41,full
Candura_pointCountSurvey,2024Winter,L07,10.307655,76.833,NA,12/18/2024,8:45,600 s continuous,600,20241218_08:45_L07.WAV,AudioMoth 248D9B0260377917,8:45,full
Candura_pointCountSurvey,2024Winter,K04,10.304938,76.833898,NA,12/18/2024,8:51,600 s continuous,600,20241218_08:51_K04.WAV,AudioMoth 2453AC0263ED18BF,8:51,full
Candura_pointCountSurvey,2024Winter,L08,10.308559,76.833006,NA,12/18/2024,9:01,600 s continuous,600,20241218_09:01_L08.WAV,AudioMoth 248D9B0260377917,9:01,full
Candura_pointCountSurvey,2024Winter,K06,10.306746,76.833908,NA,12/18/2024,9:04,600 s continuous,600,20241218_09:04_K06.WAV,AudioMoth 2453AC0263ED0704,9:04,full
Candura_pointCountSurvey,2024Winter,J04,10.304933,76.83481,NA,12/18/2024,9:08,600 s continuous,600,20241218_09:08_J04.WAV,AudioMoth 2453AC0263ED18BF,9:08,full
Candura_pointCountSurvey,2024Winter,J05,10.305837,76.834816,NA,12/18/2024,9:25,600 s continuous,600,20241218_09:25_J05.WAV,AudioMoth 2453AC0263ED18BF,9:25,full
Candura_pointCountSurvey,2024Winter,C03,10.303993,76.841195,NA,12/19/2024,6:30,600 s continuous,600,20241219_06:30_C03.WAV,AudioMoth 248D9B0260377917,6:30,full
Candura_pointCountSurvey,2024Winter,A02,10.303078,76.843015,NA,12/19/2024,6:33,600 s continuous,600,20241219_06:33_A02.WAV,AudioMoth 2453AC0263ED18BF,6:33,full
Candura_pointCountSurvey,2024Winter,F05,10.305816,76.838467,NA,12/19/2024,6:34,600 s continuous,600,20241219_06:34_F05.WAV,AudioMoth 2453AC0263ED0704,6:34,full
Candura_pointCountSurvey,2024Winter,D03,10.303998,76.840282,NA,12/19/2024,6:47,600 s continuous,600,20241219_06:47_D03.WAV,AudioMoth 248D9B0260377917,6:47,full
Candura_pointCountSurvey,2024Winter,A01,10.302174,76.84301,NA,12/19/2024,6:51,600 s continuous,600,20241219_06:51_A01.WAV,AudioMoth 2453AC0263ED18BF,6:51,full
Candura_pointCountSurvey,2024Winter,G05,10.305821,76.837554,NA,12/19/2024,6:51,600 s continuous,600,20241219_06:51_G05.WAV,AudioMoth 2453AC0263ED0704,6:51,full
Candura_pointCountSurvey,2024Winter,E03,10.304003,76.839369,NA,12/19/2024,6:59,600 s continuous,600,20241219_06:59_E03.WAV,AudioMoth 248D9B0260377917,6:59,full
Candura_pointCountSurvey,2024Winter,H05,10.305827,76.836641,NA,12/19/2024,7:07,600 s continuous,600,20241219_07:07_H05.WAV,AudioMoth 2453AC0263ED0704,7:07,full
Candura_pointCountSurvey,2024Winter,B01,10.30218,76.842097,NA,12/19/2024,7:11,600 s continuous,600,20241219_07:11_B01.WAV,AudioMoth 2453AC0263ED18BF,7:11,full
Candura_pointCountSurvey,2024Winter,F03,10.304008,76.838457,NA,12/19/2024,7:14,600 s continuous,600,20241219_07:14_F03.WAV,AudioMoth 248D9B0260377917,7:14,full
Candura_pointCountSurvey,2024Winter,I05,10.305832,76.835729,NA,12/19/2024,7:23,600 s continuous,600,20241219_07:23_I05.WAV,AudioMoth 2453AC0263ED0704,7:23,full
Candura_pointCountSurvey,2024Winter,F02,10.303104,76.838451,NA,12/19/2024,7:29,600 s continuous,600,20241219_07:29_F02.WAV,AudioMoth 248D9B0260377917,7:29,full
Candura_pointCountSurvey,2024Winter,B02,10.303084,76.842103,NA,12/19/2024,7:30,600 s continuous,600,20241219_07:30_B02.WAV,AudioMoth 2453AC0263ED18BF,7:30,full
Candura_pointCountSurvey,2024Winter,G03,10.304014,76.837544,NA,12/19/2024,7:42,600 s continuous,600,20241219_07:42_G03.WAV,AudioMoth 248D9B0260377917,7:42,full
Candura_pointCountSurvey,2024Winter,C02,10.303089,76.84119,NA,12/19/2024,7:48,600 s continuous,600,20241219_07:48_C02.WAV,AudioMoth 2453AC0263ED18BF,7:48,full
Candura_pointCountSurvey,2024Winter,H04,10.304923,76.836636,NA,12/19/2024,7:48,600 s continuous,600,20241219_07:48_H04.WAV,AudioMoth 2453AC0263ED0704,7:48,full
Candura_pointCountSurvey,2024Winter,H03,10.304019,76.836631,NA,12/19/2024,7:57,600 s continuous,600,20241219_07:57_H03.WAV,AudioMoth 248D9B0260377917,7:57,full
Candura_pointCountSurvey,2024Winter,G04,10.304917,76.837549,NA,12/19/2024,8:04,600 s continuous,600,20241219_08:04_G04.WAV,AudioMoth 2453AC0263ED0704,8:04,full
Candura_pointCountSurvey,2024Winter,C01,10.302185,76.841185,NA,12/19/2024,8:10,600 s continuous,600,20241219_08:10_C01.WAV,AudioMoth 2453AC0263ED18BF,8:10,full
Candura_pointCountSurvey,2024Winter,I03,10.304024,76.835718,NA,12/19/2024,8:11,600 s continuous,600,20241219_08:11_I03.WAV,AudioMoth 248D9B0260377917,8:11,full
Candura_pointCountSurvey,2024Winter,F04,10.304912,76.838462,NA,12/19/2024,8:24,600 s continuous,600,20241219_08:24_F04.WAV,AudioMoth 2453AC0263ED0704,8:24,full
Candura_pointCountSurvey,2024Winter,D02,10.303094,76.840277,NA,12/19/2024,8:30,600 s continuous,600,20241219_08:30_D02.WAV,AudioMoth 2453AC0263ED18BF,8:30,full
Candura_pointCountSurvey,2024Winter,E04,10.304907,76.839375,NA,12/19/2024,8:42,600 s continuous,600,20241219_08:42_E04.WAV,AudioMoth 2453AC0263ED0704,8:42,full
Candura_pointCountSurvey,2024Winter,E02,10.303099,76.839364,NA,12/19/2024,8:55,600 s continuous,600,20241219_08:55_E02.WAV,AudioMoth 2453AC0263ED18BF,8:55,full
Candura_pointCountSurvey,2024Summer,G09,10.309437,76.837575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candura_pointCountSurvey,2024Summer,N09,10.3094736,76.8311852,NA,4/23/2024,8:34,NA,NA,NA,NA,NA,NA
Candura_pointCountSurvey,2024Winter,F14,10.313952,76.838514,NA,12/17/2024,8:47,NA,NA,NA,NA,NA,NA
